,A=18 [0],A=19 [1],A=20 [2],A=21 [3],A=22 [4],A=23 [5],A=24 [6],A=25 [7],A=26 [8],A=27 [9],A=28 [10],A=29 [11],A=30 [12],A=31 [13],A=32 [14],A=33 [15],A=34 [16],A=35 [17],A=36 [18],A=37 [19],A=38 [20],A=39 [21],A=40 [22],A=41 [23],A=42 [24],A=43 [25],A=44 [26],A=45 [27],A=46 [28],A=47 [29],A=48 [30],A=49 [31],A=50 [32],A=51 [33],A=52 [34],A=53 [35],A=54 [36],A=55 [37],A=56 [38],A=57 [39],A=58 [40],A=59 [41],A=60 [42],A=61 [43],A=62 [44],A=63 [45],A=64 [46],A=65 [47],A=66 [48],A=67 [49],A=68 [50],A=69 [51],A=70 [52],A=71 [53],A=72 [54],A=73 [55],A=74 [56],A=75 [57],A=76 [58],A=77 [59],A=78 [60],A=79 [61],A=80 [62]
F=0 [0],0.37906625866889954,0.37345027923583984,0.3678681254386902,0.3623214066028595,0.35681092739105225,0.35133829712867737,0.34590429067611694,0.34051012992858887,0.33502763509750366,0.3290707767009735,0.32316818833351135,0.31732138991355896,0.31153175234794617,0.30580034852027893,0.30012837052345276,0.29451707005500793,0.2889672815799713,0.28348010778427124,0.27805644273757935,0.2726970314979553,0.2674024701118469,0.26217392086982727,0.25701162219047546,0.25191619992256165,0.24688825011253357,0.2419283092021942,0.23703645169734955,0.23221328854560852,0.22745929658412933,0.2227739691734314,0.21815820038318634,0.2136116474866867,0.20913439989089966,0.2047267109155655,0.20038838684558868,0.1961192488670349,0.191919207572937,0.1877882033586502,0.18372583389282227,0.17973202466964722,0.17580614984035492,0.1719481498003006,0.16815748810768127,0.16443391144275665,0.16077691316604614,0.1571856588125229,0.1536601483821869,0.15019944310188293,0.14680327475070953,0.14347106218338013,0.1402018815279007,0.13699528574943542,0.1338505893945694,0.13076715171337128,0.12774451076984406,0.12478131800889969,0.12187754362821579,0.11903205513954163,0.1162441149353981,0.11351320147514343,0.1108383908867836,0.10821879655122757,0.10565385967493057
F=1 [1],0.6209337115287781,0.6265497803688049,0.632131814956665,0.6376787424087524,0.643189013004303,0.6486616730690002,0.6540956497192383,0.6594899296760559,0.6649723649024963,0.6709292531013489,0.676831841468811,0.6826785802841187,0.6884682774543762,0.6941996216773987,0.6998716592788696,0.7054829597473145,0.7110326886177063,0.7165198922157288,0.7219435572624207,0.7273029088973999,0.7325974702835083,0.7378261089324951,0.7429883480072021,0.748083770275116,0.753111720085144,0.7580716013908386,0.7629636526107788,0.7677867412567139,0.7725406885147095,0.7772260308265686,0.7818418145179749,0.7863882780075073,0.7908655405044556,0.7952732443809509,0.799611508846283,0.8038806915283203,0.8080809116363525,0.8122118711471558,0.8162741661071777,0.8202680349349976,0.8241937756538391,0.8280518054962158,0.8318424820899963,0.8355661034584045,0.8392231464385986,0.8428143858909607,0.8463398218154907,0.8498005270957947,0.8531966805458069,0.8565289378166199,0.859798014163971,0.8630046844482422,0.8661493062973022,0.8692328333854675,0.8722555637359619,0.8752186298370361,0.8781224489212036,0.8809679746627808,0.8837558031082153,0.8864868879318237,0.8891615867614746,0.891781210899353,0.8943461179733276
